Emp-ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome (km),Education Level ,Gender,JobInvolvement,JobInvolvement  Level,JobPosition,JobPosition Level,JobRole,JobSatisfaction,JobSatisfaction Level, MonthlyIncome ,OverTime,PerformanceRating,PerformanceRating Level,TrainingTimesLastYear,TraningLevel,WorkLifeBalance,WorkLifeBalance Level,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Date Of Joining,Exit Date,,,,,,,,,,,,,,,,,,,,,,,
Emp-844,26,No,Travel Rarely,Research & Development,3,Phd holder,Male,4,Very High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 44,200 ",No,5,Pure Talent,2,Regular Training,3,Good,8,7,0,14-04-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-845,30,No,Travel Rarely,Sales,10,Phd holder,Male,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 65,780 ",No,2,Needs Improvement,3,Regular Training,3,Good,10,3,1,08-06-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-846,40,No,Travel Frequently,Research & Development,26,Post Graduate,Female,2,Moderate,2,Junior Level,Research Scientist,4,Very High," ₹ 44,220 ",Yes,2,Needs Improvement,3,Regular Training,1,Very Poor,1,1,0,19-07-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-847,35,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,3,Mid Level,Manufacturing Director,2,Moderate," ₹ 1,02,740 ",No,2,Needs Improvement,2,Regular Training,4,Better,7,7,6,05-11-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-848,34,No,Travel Frequently,Research & Development,1,Post Graduate,Male,2,Moderate,2,Junior Level,Healthcare Representative,1,Low," ₹ 53,430 ",No,3,Meets Expectation,3,Regular Training,3,Good,13,9,4,12-03-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-849,35,No,Travel Frequently,Research & Development,4,Phd holder,Male,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 23,760 ",No,2,Needs Improvement,2,Regular Training,4,Better,2,2,2,02-02-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-850,43,Yes,Travel Rarely,Sales,9,Post Graduate,Female,1,Low,2,Junior Level,Sales Executive,3,High," ₹ 53,460 ",No,1,Unacceptable/PIP,2,Regular Training,2,Poor,4,3,1,02-12-2020,27-05-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-851,32,No,Non Travel,Sales,2,Post Graduate,Female,3,High,1,Entry Level,Sales Representative,1,Low," ₹ 28,270 ",No,3,Meets Expectation,3,Regular Training,3,Good,1,0,0,12-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-852,56,No,Travel Rarely,Research & Development,4,Post Graduate,Female,3,High,5,Leadership,Manager,1,Low," ₹ 1,99,430 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,2,4,24-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-853,29,No,Travel Rarely,Research & Development,6,Phd holder,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 31,310 ",No,3,Meets Expectation,5,Advanced Training,3,Good,10,8,0,14-09-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-854,19,No,Travel Rarely,Research & Development,9,Under Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 25,520 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,1,1,0,20-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-855,45,No,Travel Rarely,Research & Development,7,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,3,High," ₹ 44,770 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,3,2,0,02-04-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-856,37,No,Travel Rarely,Research & Development,1,Phd holder,Female,2,Moderate,2,Junior Level,Manufacturing Director,4,Very High," ₹ 64,740 ",No,2,Needs Improvement,2,Regular Training,2,Poor,14,8,3,22-06-2010,,,,,,,,,,,,,,,,,,,,,,,,
Emp-857,20,No,Travel Rarely,Research & Development,3,Under Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 30,330 ",No,2,Needs Improvement,2,Regular Training,2,Poor,2,2,1,04-04-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-858,44,Yes,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 29,360 ",Yes,3,Meets Expectation,4,Advanced Training,3,Good,6,4,0,16-12-2018,30-08-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-859,53,No,Travel Rarely,Research & Development,7,Phd holder,Female,3,High,5,Leadership,Manager,3,High," ₹ 1,86,060 ",No,4,Exceeds Expectation,6,Advanced Training,3,Good,7,7,4,23-11-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-860,29,No,Travel Rarely,Research & Development,15,Post Graduate,Female,1,Low,1,Entry Level,Research Scientist,4,Very High," ₹ 21,680 ",Yes,1,Unacceptable/PIP,2,Regular Training,2,Poor,5,4,1,12-09-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-861,22,Yes,Travel Frequently,Research & Development,3,Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,4,Very High," ₹ 28,530 ",Yes,3,Meets Expectation,5,Advanced Training,3,Good,0,0,0,23-01-2024,14-05-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-862,46,No,Travel Rarely,Sales,2,Post Graduate,Female,3,High,4,Senior Level,Manager,1,Low," ₹ 1,70,480 ",No,2,Needs Improvement,2,Regular Training,3,Good,26,15,15,09-10-1998,,,,,,,,,,,,,,,,,,,,,,,,
Emp-863,44,No,Non Travel,Research & Development,17,Post Graduate,Male,1,Low,1,Entry Level,Research Scientist,3,High," ₹ 22,900 ",No,2,Needs Improvement,3,Regular Training,3,Good,0,0,0,01-04-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-864,33,No,Travel Rarely,Human Resources,2,Post Graduate,Male,3,High,1,Entry Level,Human Resources,3,High," ₹ 36,000 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,5,4,1,19-08-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-865,41,Yes,Non Travel,Research & Development,5,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,1,Low," ₹ 21,070 ",No,2,Needs Improvement,2,Regular Training,1,Very Poor,1,0,0,06-12-2023,23-07-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-866,30,No,Travel Rarely,Sales,29,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 41,150 ",No,3,Meets Expectation,3,Regular Training,3,Good,4,3,0,11-05-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-867,40,No,Travel Frequently,Sales,2,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 43,270 ",No,3,Meets Expectation,2,Regular Training,3,Good,0,0,0,03-05-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-868,50,No,Travel Frequently,Research & Development,2,Post Graduate,Female,3,High,4,Senior Level,Manager,1,Low," ₹ 1,78,560 ",No,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,16-06-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-869,28,No,Travel Rarely,Research & Development,19,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,1,Low," ₹ 31,960 ",No,2,Needs Improvement,2,Regular Training,3,Good,6,5,3,14-05-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-870,46,No,Travel Rarely,Research & Development,15,Phd holder,Male,3,High,5,Leadership,Research Director,2,Moderate," ₹ 1,90,810 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,4,2,0,19-07-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-871,35,No,Travel Rarely,Sales,17,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 89,660 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,7,7,1,07-11-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-872,24,Yes,Travel Rarely,Research & Development,17,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 22,100 ",No,3,Meets Expectation,3,Regular Training,1,Very Poor,1,0,0,09-11-2023,05-09-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-873,33,No,Travel Frequently,Sales,25,Phd holder,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 45,390 ",No,4,Exceeds Expectation,3,Regular Training,2,Poor,10,7,0,25-10-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-874,36,No,Travel Rarely,Research & Development,6,Post Graduate,Male,1,Low,1,Entry Level,Laboratory Technician,3,High," ₹ 27,410 ",No,2,Needs Improvement,4,Advanced Training,3,Good,7,7,1,25-08-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-875,30,No,Travel Rarely,Research & Development,7,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,3,High," ₹ 34,910 ",No,2,Needs Improvement,4,Advanced Training,2,Poor,10,7,8,24-09-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-876,44,No,Travel Rarely,Research & Development,29,Post Graduate,Male,3,High,2,Junior Level,Research Scientist,4,Very High," ₹ 45,410 ",No,3,Meets Expectation,3,Regular Training,3,Good,20,11,13,02-03-2004,,,,,,,,,,,,,,,,,,,,,,,,
Emp-877,20,No,Travel Rarely,Sales,21,Under Graduate,Male,4,Very High,1,Entry Level,Sales Representative,4,Very High," ₹ 26,780 ",No,5,Pure Talent,2,Regular Training,3,Good,2,1,2,08-09-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-878,46,No,Travel Rarely,Research & Development,2,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,4,Very High," ₹ 73,790 ",No,3,Meets Expectation,3,Regular Training,2,Poor,6,3,1,21-10-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-879,42,No,Non Travel,Human Resources,2,Phd holder,Male,4,Very High,2,Junior Level,Human Resources,1,Low," ₹ 62,720 ",No,5,Pure Talent,3,Regular Training,4,Better,4,3,0,24-10-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-880,60,No,Travel Rarely,Sales,7,Post Graduate,Male,4,Very High,2,Junior Level,Sales Executive,4,Very High," ₹ 52,200 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,11,7,1,02-04-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-881,32,No,Travel Frequently,Research & Development,13,Phd holder,Female,2,Moderate,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 27,430 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,2,2,09-08-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-882,32,No,Travel Frequently,Research & Development,2,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 49,980 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,8,7,0,06-08-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-883,36,No,Travel Rarely,Research & Development,1,Phd holder,Female,1,Low,3,Mid Level,Manufacturing Director,1,Low," ₹ 1,02,520 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,7,7,7,25-09-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-884,33,No,Travel Rarely,Research & Development,9,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 27,810 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,14,10,4,13-07-2010,,,,,,,,,,,,,,,,,,,,,,,,
Emp-885,40,No,Travel Rarely,Sales,10,Phd holder,Female,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 68,520 ",No,3,Meets Expectation,2,Regular Training,4,Better,5,1,1,07-07-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-886,25,No,Travel Rarely,Sales,10,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 49,500 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,4,3,1,02-06-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-887,30,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 35,790 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,11,9,5,15-03-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-888,42,No,Travel Frequently,Research & Development,26,Phd holder,Female,3,High,3,Mid Level,Research Director,1,Low," ₹ 1,31,910 ",Yes,4,Exceeds Expectation,6,Advanced Training,3,Good,1,0,0,23-04-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-889,35,No,Non Travel,Sales,8,Post Graduate,Female,2,Moderate,3,Mid Level,Sales Executive,4,Very High," ₹ 1,03,770 ",Yes,3,Meets Expectation,6,Advanced Training,2,Poor,13,2,4,06-07-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-890,27,No,Travel Rarely,Research & Development,14,Phd holder,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 22,350 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,9,7,6,06-06-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-891,54,No,Travel Frequently,Research & Development,1,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,3,High," ₹ 1,05,020 ",No,3,Meets Expectation,2,Regular Training,1,Very Poor,5,4,1,08-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-892,44,No,Travel Rarely,Research & Development,2,Post Graduate,Female,4,Very High,1,Entry Level,Research Scientist,4,Very High," ₹ 20,110 ",No,3,Meets Expectation,5,Advanced Training,3,Good,10,5,7,17-12-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-893,19,Yes,Non Travel,Research & Development,10,Under Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 18,590 ",Yes,3,Meets Expectation,2,Regular Training,4,Better,1,1,0,16-02-2023,10-11-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-894,29,No,Travel Rarely,Research & Development,1,Phd holder,Female,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 37,600 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,3,2,1,06-06-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-895,54,No,Travel Rarely,Research & Development,3,Phd holder,Male,3,High,4,Senior Level,Research Director,4,Very High," ₹ 1,77,790 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,10,9,0,20-01-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-896,31,No,Travel Rarely,Research & Development,11,Post Graduate,Male,3,High,2,Junior Level,Healthcare Representative,1,Low," ₹ 68,330 ",Yes,4,Exceeds Expectation,2,Regular Training,2,Poor,6,5,0,01-08-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-897,31,No,Travel Rarely,Research & Development,24,Post Graduate,Female,2,Moderate,2,Junior Level,Healthcare Representative,1,Low," ₹ 68,120 ",No,3,Meets Expectation,2,Regular Training,3,Good,10,9,1,10-01-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-898,59,No,Travel Rarely,Sales,3,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 51,710 ",No,3,Meets Expectation,2,Regular Training,3,Good,6,1,0,13-01-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-899,43,No,Travel Rarely,Research & Development,3,Phd holder,Male,1,Low,5,Leadership,Research Director,4,Very High," ₹ 1,97,400 ",No,2,Needs Improvement,2,Regular Training,3,Good,8,7,0,13-11-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-900,49,No,Travel Rarely,Research & Development,4,Post Graduate,Male,2,Moderate,5,Leadership,Manager,3,High," ₹ 1,87,110 ",No,3,Meets Expectation,2,Regular Training,4,Better,1,0,0,19-05-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-901,36,No,Travel Frequently,Research & Development,3,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 36,920 ",No,4,Exceeds Expectation,2,Regular Training,2,Poor,11,10,0,13-02-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-902,48,No,Travel Rarely,Research & Development,2,Phd holder,Male,4,Very High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 25,590 ",No,4,Exceeds Expectation,4,Advanced Training,2,Poor,1,0,0,04-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-903,27,No,Travel Rarely,Research & Development,4,Phd holder,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 25,170 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,5,3,0,14-11-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-904,29,No,Travel Rarely,Research & Development,7,Post Graduate,Male,3,High,2,Junior Level,Healthcare Representative,4,Very High," ₹ 66,230 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,6,0,1,08-08-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-905,48,No,Travel Rarely,Research & Development,1,Post Graduate,Male,2,Moderate,5,Leadership,Research Director,4,Very High," ₹ 1,82,650 ",No,2,Needs Improvement,3,Regular Training,4,Better,1,0,0,10-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-906,29,No,Travel Rarely,Research & Development,1,Post Graduate,Female,2,Moderate,4,Senior Level,Research Director,4,Very High," ₹ 1,61,240 ",No,3,Meets Expectation,2,Regular Training,2,Poor,7,7,1,21-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-907,34,No,Travel Rarely,Research & Development,20,Phd holder,Female,4,Very High,1,Entry Level,Research Scientist,3,High," ₹ 25,850 ",No,4,Exceeds Expectation,5,Advanced Training,2,Poor,1,0,0,13-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-908,44,No,Travel Rarely,Sales,5,Post Graduate,Male,3,High,5,Leadership,Manager,2,Moderate," ₹ 1,82,130 ",No,3,Meets Expectation,5,Advanced Training,3,Good,22,9,3,08-05-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-909,33,No,Travel Rarely,Sales,10,Phd holder,Male,4,Very High,3,Mid Level,Sales Executive,3,High," ₹ 83,800 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,9,8,0,25-02-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-910,19,No,Travel Rarely,Research & Development,25,Under Graduate,Female,4,Very High,1,Entry Level,Research Scientist,4,Very High," ₹ 29,940 ",Yes,5,Pure Talent,2,Regular Training,3,Good,1,0,0,16-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-911,23,No,Travel Rarely,Research & Development,1,Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 12,230 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,1,0,0,02-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-912,25,Yes,Travel Frequently,Sales,24,Post Graduate,Male,1,Low,1,Entry Level,Sales Representative,4,Very High," ₹ 11,180 ",Yes,2,Needs Improvement,4,Advanced Training,3,Good,1,0,1,23-03-2023,18-10-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-913,26,No,Travel Rarely,Research & Development,4,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 28,750 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,8,5,2,17-10-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-914,45,Yes,Travel Rarely,Sales,2,Phd holder,Female,1,Low,5,Leadership,Manager,2,Moderate," ₹ 1,88,240 ",Yes,1,Unacceptable/PIP,2,Regular Training,3,Good,24,10,1,19-05-2000,10-06-2012,,,,,,,,,,,,,,,,,,,,,,,
Emp-915,55,No,Non Travel,Research & Development,8,Phd holder,Male,2,Moderate,4,Senior Level,Healthcare Representative,2,Moderate," ₹ 1,35,770 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,33,9,15,06-07-1991,,,,,,,,,,,,,,,,,,,,,,,,
Emp-916,21,Yes,Travel Frequently,Research & Development,10,Graduate,Female,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 26,250 ",No,2,Needs Improvement,2,Regular Training,1,Very Poor,2,2,2,24-05-2022,23-03-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-917,46,No,Travel Rarely,Sales,4,Post Graduate,Female,2,Moderate,5,Leadership,Manager,2,Moderate," ₹ 1,87,890 ",No,3,Meets Expectation,2,Regular Training,3,Good,11,4,0,22-09-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-918,34,No,Travel Rarely,Sales,2,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 45,380 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,0,16-02-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-919,51,No,Travel Frequently,Sales,9,Post Graduate,Male,3,High,5,Leadership,Manager,2,Moderate," ₹ 1,98,470 ",Yes,2,Needs Improvement,5,Advanced Training,2,Poor,29,10,11,13-01-1995,,,,,,,,,,,,,,,,,,,,,,,,
Emp-920,59,No,Travel Rarely,Research & Development,18,Post Graduate,Male,3,High,3,Mid Level,Manufacturing Director,4,Very High," ₹ 1,05,120 ",No,2,Needs Improvement,6,Advanced Training,2,Poor,9,7,5,17-12-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-921,34,No,Travel Frequently,Research & Development,19,Post Graduate,Female,3,High,2,Junior Level,Laboratory Technician,2,Moderate," ₹ 44,440 ",No,2,Needs Improvement,2,Regular Training,4,Better,11,8,5,22-03-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-922,28,No,Travel Frequently,Research & Development,1,Phd holder,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 21,540 ",Yes,4,Exceeds Expectation,2,Regular Training,2,Poor,4,2,0,09-11-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-923,44,No,Travel Rarely,Research & Development,4,Post Graduate,Male,4,Very High,5,Leadership,Manager,1,Low," ₹ 1,91,900 ",No,3,Meets Expectation,4,Advanced Training,2,Poor,25,9,14,17-04-1999,,,,,,,,,,,,,,,,,,,,,,,,
Emp-924,34,No,Travel Frequently,Human Resources,11,Phd holder,Male,2,Moderate,2,Junior Level,Human Resources,2,Moderate," ₹ 44,900 ",No,3,Meets Expectation,5,Advanced Training,4,Better,10,9,1,21-04-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-925,35,No,Travel Rarely,Research & Development,6,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 35,060 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,3,2,2,07-08-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-926,42,No,Travel Rarely,Research & Development,7,Post Graduate,Female,4,Very High,2,Junior Level,Research Scientist,2,Moderate," ₹ 23,720 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,1,0,0,12-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-927,43,No,Travel Rarely,Sales,4,Phd holder,Female,2,Moderate,3,Mid Level,Sales Executive,4,Very High," ₹ 1,02,310 ",No,2,Needs Improvement,3,Regular Training,4,Better,21,7,15,20-02-2003,,,,,,,,,,,,,,,,,,,,,,,,
Emp-928,36,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,2,Moderate," ₹ 54,100 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,16,14,5,02-01-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-929,44,Yes,Travel Rarely,Research & Development,15,Post Graduate,Female,3,High,3,Mid Level,Healthcare Representative,4,Very High," ₹ 79,780 ",No,3,Meets Expectation,2,Regular Training,3,Good,10,7,0,20-05-2014,25-06-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-930,28,No,Travel Frequently,Research & Development,2,Phd holder,Male,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 38,670 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,2,2,2,10-07-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-931,51,No,Travel Frequently,Research & Development,6,Post Graduate,Female,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 28,380 ",No,3,Meets Expectation,6,Advanced Training,2,Poor,7,0,7,17-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-932,30,No,Non Travel,Research & Development,9,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,3,High," ₹ 46,950 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,8,4,1,17-04-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-933,29,Yes,Travel Rarely,Research & Development,7,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 33,390 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,7,7,7,07-08-2017,19-04-2018,,,,,,,,,,,,,,,,,,,,,,,
Emp-934,28,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 20,800 ",No,4,Exceeds Expectation,2,Regular Training,2,Poor,3,2,1,08-10-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-935,25,No,Travel Rarely,Research & Development,1,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 20,960 ",No,3,Meets Expectation,3,Regular Training,2,Poor,2,2,2,05-08-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-936,32,No,Travel Rarely,Sales,8,Post Graduate,Male,4,Very High,2,Junior Level,Sales Executive,4,Very High," ₹ 62,090 ",No,5,Pure Talent,4,Advanced Training,4,Better,10,7,0,01-04-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-937,45,No,Travel Frequently,Research & Development,25,Post Graduate,Female,3,High,5,Leadership,Manager,2,Moderate," ₹ 1,80,610 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,0,0,0,14-05-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-938,39,No,Travel Rarely,Research & Development,13,Phd holder,Female,2,Moderate,4,Senior Level,Manager,2,Moderate," ₹ 1,71,230 ",Yes,2,Needs Improvement,4,Advanced Training,3,Good,19,9,15,03-12-2005,,,,,,,,,,,,,,,,,,,,,,,,
Emp-939,58,No,Travel Rarely,Research & Development,23,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 23,720 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,2,2,2,14-04-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-940,32,Yes,Travel Rarely,Research & Development,7,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,3,High," ₹ 48,830 ",No,3,Meets Expectation,3,Regular Training,3,Good,10,4,1,07-09-2014,27-09-2016,,,,,,,,,,,,,,,,,,,,,,,
Emp-941,39,Yes,Travel Rarely,Research & Development,23,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 39,040 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,2,0,22-03-2019,29-11-2022,,,,,,,,,,,,,,,,,,,,,,,
